id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
141,7283,164.3003764,57.14875465,0.937557271,7436,96.29643609,0.47813813,378.119,0.640122618,2.874959873,0
142,6533,156.6894395,54.49927932,0.937562375,6709,91.20347551,0.48608631,350.454,0.668436997,2.875073606,0
143,6738,158.5615568,55.14936206,0.937564883,6917,92.62336667,0.733986928,353.069,0.679237564,2.875129482,0
144,7493,128.5983865,76.72481985,0.802521274,7682,97.67488883,0.70528991,339.151,0.818614424,1.676098904,0
145,4303,126.199645,43.89335018,0.937565476,4408,74.01857713,0.728827913,281.988,0.680017291,2.875142691,0
146,6175,151.1802832,52.58057199,0.937568579,6328,88.66935315,0.472528313,342.755,0.660509743,2.875211842,0
147,5459,142.9467636,49.71641108,0.937569978,5628,83.3703465,0.748525984,325.58,0.647153822,2.875243014,0
148,5416,142.6108288,49.59786365,0.937574427,5585,83.04134738,0.577398721,320.932,0.660788498,2.875342169,1
149,4775,134.9770657,46.94277563,0.937574927,4941,77.97255175,0.732699095,306.698,0.637912852,2.875353319,1
150,6651,157.7288394,54.85537351,0.937575139,6781,92.02345468,0.484484266,353.894,0.667345003,2.875358042,1
151,4893,136.185122,47.3624343,0.937576243,5125,78.93010257,0.568292683,305.823,0.657422845,2.875382653,1
152,5391,142.0155834,49.38970312,0.937577413,5505,82.84946823,0.470994234,319.574,0.663340202,2.875408728,1
153,6583,157.5708611,54.79617053,0.937585169,6883,91.55182097,0.573781923,359.67,0.639477531,2.875581625,1
154,6568,156.6249145,54.46646998,0.937586927,6765,91.44745666,0.495025626,351.669,0.667382532,2.87562081,1
155,6124,151.2192816,52.58653577,0.937587221,6271,88.30242903,0.474875931,340.497,0.663771294,2.87562737,1
156,6354,154.1300701,53.59868981,0.937587397,6530,89.94533933,0.472767857,348.809,0.656268728,2.875631301,1
157,7936,131.937032,78.61237915,0.803108687,8081,100.520789,0.575072464,343.824,0.843605002,1.678323864,0
158,7016,160.9594596,55.97333926,0.937588017,7204,94.51480649,0.628167249,363.466,0.667377962,2.875645115,0
159,5080,137.8488876,47.93412615,0.937594895,5215,80.42423072,0.723646724,309.8,0.665136452,2.875798489,0
160,6230,152.1593111,52.90926434,0.937597378,6415,89.06336151,0.78890718,340.738,0.674305607,2.875853842,0
161,6583,156.3516127,54.36525507,0.937601572,6736,91.55182097,0.536643026,349.772,0.676182051,2.875947377,0
162,5656,145.9768203,50.75654889,0.937604802,5868,84.86131548,0.611723989,328.011,0.6606059,2.87601942,0
163,5813,147.4795873,51.27902616,0.9376049,5983,86.03104947,0.790884354,333.122,0.658269232,2.876021609,0
164,6459,155.5822216,54.09585257,0.937606044,6614,90.68546862,0.468247064,351.987,0.655121573,2.876047132,0
165,6785,158.7090555,55.1828919,0.937606416,6986,92.94584612,0.480353982,358.023,0.665177976,2.876055422,0
166,6478,157.4922911,54.75745154,0.937612004,6772,90.81875231,0.473780443,351.53,0.658758178,2.876180076,0
167,6877,159.9383416,55.60723174,0.937613559,7006,93.57386574,0.479634538,360.826,0.663763307,2.876214776,0
168,6399,154.8740575,53.84388122,0.937619795,6617,90.26328072,0.674573055,352.979,0.64539298,2.876353897,0
169,6996,162.2267487,56.39951857,0.937621204,7226,94.37999711,0.757634828,368.865,0.646137232,2.876385346,0
170,4684,132.198642,45.95959791,0.937622304,4809,77.22599321,0.477471967,297.755,0.663909105,2.876409891,0
171,5831,147.3446322,51.22442262,0.937624226,5964,86.16414443,0.5359375,331.404,0.667171389,2.876452768,0
172,5187,138.7437168,48.23397462,0.937625124,5304,81.26680453,0.523622047,314.832,0.65760995,2.876472816,0
173,6255,152.8541431,53.13863023,0.937627079,6411,89.24188116,0.728681268,342.583,0.669738957,2.876516434,0
174,4714,133.0587435,46.25566566,0.937630528,4865,77.47290632,0.649311295,300.265,0.657037289,2.87659342,0
175,6389,154.0025368,53.5321002,0.937640947,6581,90.19272394,0.56489832,347.737,0.663958517,2.876825984,0
176,4688,131.8500976,45.83121852,0.937642567,4812,77.25896055,0.469551282,298.144,0.66274326,2.876862145,0
177,5324,140.826123,48.95080682,0.937643848,5484,82.33302701,0.602262443,319.056,0.657225005,2.876890743,0
178,5945,148.9457912,51.77014492,0.937651409,6069,87.00235108,0.546415441,333.214,0.672845331,2.877059575,0
179,5257,140.0056818,48.66130514,0.937655282,5360,81.81332585,0.538627049,306.75,0.702067224,2.877146049,0
180,6696,157.5912624,54.77252369,0.937657499,6871,92.33424062,0.749664129,354.947,0.667879771,2.877195568,0
181,4648,132.1049716,45.91316543,0.93766122,4815,76.92865139,0.503357158,299.779,0.649940455,2.877278671,0
182,6226,152.7149758,53.07475061,0.937664702,6413,89.03476515,0.613822341,344.717,0.658405693,2.877356446,0
183,6712,157.7638564,54.8258993,0.937673031,6876,92.4444905,0.505955073,359.277,0.653435884,2.87754252,0
184,6587,157.5110396,54.73744302,0.937674438,6723,91.57963137,0.822655177,358.817,0.642911961,2.87757394,0
185,5992,150.3098427,52.23407801,0.937676512,6161,87.34558576,0.469298246,334.842,0.671586278,2.87762029,0
186,5742,146.6452775,50.95907646,0.937680381,5886,85.50404356,0.581821867,331.559,0.656374061,2.877706734,0
187,6015,149.9482702,52.10675584,0.937680645,6151,87.51306109,0.494654605,338.692,0.658924444,2.877712645,0
188,6459,155.537025,54.04879827,0.93768074,6741,90.68546862,0.481440072,358.482,0.631597556,2.877714768,0
189,5939,149.4207754,51.92333644,0.937680933,6118,86.95843637,0.802567568,338.63,0.65083714,2.877719069,0
190,5775,146.3274973,50.84732606,0.937683729,5878,85.74939283,0.503663004,328.497,0.67251045,2.87778156,0
191,6270,152.5290894,53.0012995,0.9376862,6458,89.34882174,0.528311426,342.213,0.672797545,2.877836786,0
192,6039,150.9849246,52.24941351,0.938213433,6228,87.68747693,0.491575092,340.345,0.655143059,2.889696065,0
193,5519,143.7898985,49.75850345,0.938216049,5727,83.82725719,0.655618912,321.966,0.66903715,2.889755289,0
194,5991,150.447665,52.06211025,0.938216818,6172,87.33829694,0.763768486,340.648,0.648780065,2.889772701,0
195,5155,139.1600791,48.1522381,0.938226957,5248,81.01573831,0.496436826,306.074,0.691489604,2.890002304,0
196,5715,145.9094754,50.48630808,0.938230394,5807,85.30277837,0.49034749,325.974,0.67586534,2.890080122,0
197,6688,158.218817,54.74280616,0.938236621,6843,92.27906629,0.716597021,355.153,0.666308193,2.890221165,0
198,5367,142.4011875,49.26725463,0.938243722,5518,82.66484523,0.486141304,320.58,0.656248933,2.890382031,0
199,5768,147.1936363,50.92460859,0.938245509,5900,85.69740774,0.801111111,329.599,0.667211226,2.890422535,0
200,5695,146.6241822,50.72593156,0.938249691,5875,85.15338635,0.689050212,335.058,0.637475662,2.890517291,0
201,6073,150.6892732,52.13219244,0.938249919,6266,87.93397384,0.483019168,346.871,0.634274367,2.890522461,0
202,5177,139.2666996,48.1789469,0.938253924,5279,81.18842974,0.479041362,307.516,0.68794322,2.890613195,0
203,5212,139.8308649,48.37329545,0.938256093,5353,81.46241162,0.585092052,312.761,0.669559359,2.89066237,0
204,6162,151.8391473,52.52622921,0.938259078,6309,88.57596782,0.561151079,339.681,0.671102795,2.890730014,0
205,5838,147.5939896,51.05504143,0.938265688,5997,86.21584809,0.4865,334.118,0.657164672,2.890879832,1
206,6360,154.6708758,53.50111676,0.938270286,6531,89.98779642,0.517830972,347.092,0.663403521,2.890984061,1
207,6389,155.3541657,53.73733743,0.938270597,6579,90.19272394,0.465195864,352.678,0.645484791,2.890991126,1
208,5563,144.7619009,50.07203809,0.938274194,5655,84.1607485,0.827704211,322.238,0.673233033,2.891072671,1
209,5764,146.8123859,50.78065878,0.938275767,5935,85.66768782,0.694960212,330.674,0.662420461,2.891108337,1
210,5050,138.5594016,47.9258828,0.938276211,5273,80.18640596,0.737226277,313.24,0.646765449,2.891118401,1
211,6472,155.5941302,53.81434451,0.938284806,6620,90.77668386,0.542588867,350.59,0.661682005,2.891313304,1
212,6691,158.7463452,54.90444124,0.93828513,6879,92.29976053,0.525155011,353.659,0.672251012,2.891320659,1
213,5777,147.6846393,51.07856391,0.938285244,5936,85.76423993,0.770574897,329.491,0.668690447,2.891323248,1
214,5089,138.310717,47.83392483,0.938292045,5241,80.49544113,0.532991202,310.042,0.665275079,2.891477492,1
215,5729,147.2515364,50.91982945,0.938307623,5858,85.40719731,0.823132184,328.035,0.6690342,2.891830903,1
216,5352,142.0214768,49.11110516,0.93830804,5522,82.54924617,0.735164835,317.177,0.668532608,2.891840375,1
217,6051,151.2463713,52.30090792,0.938308456,6200,87.77455488,0.796288985,338.977,0.661753967,2.891849824,1
218,5468,143.400818,49.58655633,0.938311961,5634,83.4390426,0.485958052,321.153,0.666214995,2.891929358,1
219,5948,150.0148006,51.87349569,0.938312229,6117,87.02430012,0.655643739,335.611,0.663603167,2.89193544,1
220,6746,159.0621382,54.99915419,0.938318746,6932,92.67833603,0.473403509,360.164,0.653515058,2.892083352,1
221,5542,143.8003338,49.72151418,0.938320138,5665,84.00174734,0.612917496,323.753,0.664429311,2.892114936,1
222,6228,152.455322,52.7140887,0.938320237,6406,89.04906448,0.759975595,339.986,0.67707441,2.892117189,1
223,6162,152.0364786,52.56743996,0.938324663,6295,88.57596782,0.755980861,335.8,0.686704944,2.892217667,1
224,5848,149.4619439,51.67569526,0.938328572,6121,86.28965672,0.534845436,339.268,0.638456673,2.892306396,1
225,5426,143.3079948,49.54715803,0.938330734,5594,83.11797501,0.551310709,320.701,0.662962594,2.892355495,1
226,6743,159.2897953,55.07254401,0.93833107,6959,92.65772634,0.479553375,358.773,0.658299491,2.892363122,1
227,5586,144.7527997,50.04620781,0.938331945,5749,84.33454866,0.517701576,324.887,0.665037489,2.89238298,1
228,4641,131.5645062,45.48564531,0.938334462,4753,76.87070136,0.504456522,294.107,0.674234095,2.892440137,1
229,6599,157.3459539,54.39895881,0.938334642,6795,91.66301193,0.61552094,354.592,0.659523274,2.89244422,1
230,7022,162.7873407,56.2791359,0.938337052,7211,94.55521182,0.808055236,365.549,0.660358069,2.892498936,1
231,6051,150.3647885,51.98325481,0.93833983,6153,87.77455488,0.84582052,332.898,0.686143013,2.892562019,1
232,6581,157.1298922,54.32141636,0.93834131,6816,91.5379126,0.49481203,355.065,0.655973093,2.892595641,1
233,5948,149.4170066,51.65409575,0.938343522,6045,87.02430012,0.512316968,332.754,0.675047377,2.892645868,1
234,6584,157.2811868,54.37038962,0.938349112,6724,91.55877436,0.492740608,353.968,0.660346199,2.892772848,1
235,6740,158.7570109,54.87775923,0.938355625,6926,92.63711206,0.534920635,361.193,0.649218834,2.892920796,1
236,5497,143.5004221,49.60393374,0.938355776,5638,83.66001301,0.498097137,319.537,0.676539712,2.892924235,1
237,5374,141.1319993,48.78336292,0.938360672,5545,82.71873617,0.528937008,325.598,0.637006801,2.893035471,1
238,6471,156.2437284,54.00406974,0.938367223,6667,90.76967056,0.640819964,352.855,0.653113577,2.893184331,1
239,5605,145.2842863,50.21332738,0.938374123,5768,84.477853,0.580227743,325.605,0.664359807,2.893341147,1
240,5820,147.7229729,51.05583917,0.938374996,5993,86.08283308,0.546992481,330.154,0.670964777,2.893360981,1
241,6313,118.2742521,69.09778276,0.811597777,6524,89.65467777,0.642348392,305.571,0.849613457,1.711693884,0
242,5661,146.0182088,50.46639788,0.938375608,5864,84.89881662,0.488354037,343.232,0.603847784,2.893374897,1
243,5226,139.724788,48.29061559,0.93837737,5402,81.57174671,0.563693237,313.49,0.668239103,2.893414928,1
244,6837,159.6267253,55.16729214,0.938381244,6979,93.30133315,0.507798574,353.884,0.686046557,2.893503001,1
245,6559,156.7136549,54.15909184,0.938384623,6738,91.38478087,0.590900901,352.45,0.663517628,2.893579814,1
246,5558,144.2369672,49.84642342,0.938386708,5679,84.12291834,0.48754386,322.515,0.671473024,2.893627211,1
247,6570,156.7284974,54.16119699,0.938391729,6886,91.46137878,0.567210567,377.775,0.578507249,2.893741389,1
248,7256,164.6342594,56.89113611,0.938396386,7453,96.11777222,0.507128879,375.916,0.64524629,2.893847279,1
